model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
patchtst_small,NWN,NEU,adapt,head_finetune,2.3472414016723633,1000,60000,2.6121082000026945,30000,7.93835319999198
patchtst_small,NWN,NEU,retrain,retrain,2.339433431625366,1000,60000,8.433484199995291,90000,7.93835319999198
patchtst_small,NCA,NEU,deploy,deploy,2.4808223247528076,1000,60000,0.0,0,7.852840200008359
patchtst_small,NCA,NEU,adapt,head_finetune,2.3875770568847656,1000,60000,2.53214849998767,30000,7.852840200008359
patchtst_small,NCA,NEU,retrain,retrain,2.339433431625366,1000,60000,8.433484199995291,90000,7.852840200008359
patchtst_small,EAS,NEU,deploy,deploy,2.3637149333953857,1000,60000,0.0,0,7.655908800006728
patchtst_small,EAS,NEU,adapt,head_finetune,2.3521275520324707,1000,60000,2.5320549000025494,30000,7.655908800006728
patchtst_small,EAS,NEU,retrain,retrain,2.339433431625366,1000,60000,8.433484199995291,90000,7.655908800006728
patchtst_small,NEU,WCE,deploy,deploy,2.2538750171661377,1000,60000,0.0,0,8.433484199995291
patchtst_small,NEU,WCE,adapt,head_finetune,2.242927312850952,1000,60000,2.59815730000264,30000,8.433484199995291
patchtst_small,NEU,WCE,retrain,retrain,2.2469515800476074,1000,60000,7.73345369999879,90000,8.433484199995291
patchtst_small,WNA,WCE,deploy,deploy,2.262179374694824,1000,60000,0.0,0,7.678654000003007
