model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
graphwavenet_transfer,EAU,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,35.01449030000367
graphwavenet_transfer,NWN,SAU,deploy,deploy,1.7150015830993652,351,368582,0.0,0,24.668718300003093
graphwavenet_transfer,NWN,SAU,adapt,head_finetune,1.674224615097046,351,368582,2.6999442000087583,699,24.668718300003093
graphwavenet_transfer,NWN,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,24.668718300003093
graphwavenet_transfer,NCA,SAU,deploy,deploy,1.6906601190567017,351,368582,0.0,0,17.059663000007276
graphwavenet_transfer,NCA,SAU,adapt,head_finetune,1.6838535070419312,351,368582,2.6875653000024613,699,17.059663000007276
graphwavenet_transfer,NCA,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,17.059663000007276
graphwavenet_transfer,EAS,SAU,deploy,deploy,1.689939022064209,351,368582,0.0,0,9.521896299993386
graphwavenet_transfer,EAS,SAU,adapt,head_finetune,1.6756480932235718,351,368582,2.6900653000047896,699,9.521896299993386
graphwavenet_transfer,EAS,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,9.521896299993386
graphwavenet_transfer,NEU,MED,deploy,deploy,1.7554410696029663,328,347796,0.0,0,119.71575510001276
graphwavenet_transfer,NEU,MED,adapt,head_finetune,1.7461341619491577,328,347796,2.4124665999988792,699,119.71575510001276
graphwavenet_transfer,NEU,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,119.71575510001276
graphwavenet_transfer,WCE,MED,deploy,deploy,1.7556896209716797,328,347796,0.0,0,142.56140950000554
graphwavenet_transfer,WCE,MED,adapt,head_finetune,1.7506226301193237,328,347796,2.412510199996177,699,142.56140950000554
graphwavenet_transfer,WCE,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,142.56140950000554
graphwavenet_transfer,WNA,MED,deploy,deploy,1.7896920442581177,328,347796,0.0,0,189.67070129999775
graphwavenet_transfer,WNA,MED,adapt,head_finetune,1.7482727766036987,328,347796,2.419186700004502,699,189.67070129999775
graphwavenet_transfer,WNA,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,189.67070129999775
graphwavenet_transfer,ENA,MED,deploy,deploy,1.7642453908920288,328,347796,0.0,0,90.24955379999301
graphwavenet_transfer,ENA,MED,adapt,head_finetune,1.7510701417922974,328,347796,2.4133069999952568,699,90.24955379999301
graphwavenet_transfer,ENA,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,90.24955379999301
graphwavenet_transfer,CNA,MED,deploy,deploy,1.8006843328475952,328,347796,0.0,0,72.37994899999467
graphwavenet_transfer,CNA,MED,adapt,head_finetune,1.7608966827392578,328,347796,2.416015000009793,699,72.37994899999467
graphwavenet_transfer,CNA,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,72.37994899999467
graphwavenet_transfer,SAU,MED,deploy,deploy,1.7446253299713135,328,347796,0.0,0,56.65577630000189
graphwavenet_transfer,SAU,MED,adapt,head_finetune,1.7464255094528198,328,347796,2.413915499986615,699,56.65577630000189
graphwavenet_transfer,SAU,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,56.65577630000189
graphwavenet_transfer,EAU,MED,deploy,deploy,1.7565932273864746,328,347796,0.0,0,35.01449030000367
graphwavenet_transfer,EAU,MED,adapt,head_finetune,1.75067937374115,328,347796,2.4219989999983227,699,35.01449030000367
graphwavenet_transfer,EAU,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,35.01449030000367
graphwavenet_transfer,NWN,MED,deploy,deploy,1.790297031402588,328,347796,0.0,0,24.668718300003093
graphwavenet_transfer,NWN,MED,adapt,head_finetune,1.7467880249023438,328,347796,2.411725900004967,699,24.668718300003093
graphwavenet_transfer,NWN,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,24.668718300003093
graphwavenet_transfer,NCA,MED,deploy,deploy,1.7607049942016602,328,347796,0.0,0,17.059663000007276
graphwavenet_transfer,NCA,MED,adapt,head_finetune,1.7527964115142822,328,347796,2.4164862999896286,699,17.059663000007276
graphwavenet_transfer,NCA,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,17.059663000007276
graphwavenet_transfer,EAS,MED,deploy,deploy,1.754963755607605,328,347796,0.0,0,9.521896299993386
graphwavenet_transfer,EAS,MED,adapt,head_finetune,1.7487989664077759,328,347796,2.425937399995746,699,9.521896299993386
graphwavenet_transfer,EAS,MED,retrain,retrain,1.748983383178711,328,347796,44.23583289999806,2891,9.521896299993386
graphwavenet_transfer,NEU,EAU,deploy,deploy,2.4491350650787354,241,253030,0.0,0,119.71575510001276
graphwavenet_transfer,NEU,EAU,adapt,head_finetune,2.4360439777374268,241,253030,1.658028399993782,699,119.71575510001276
graphwavenet_transfer,NEU,EAU,retrain,retrain,2.4267327785491943,241,253030,35.01449030000367,2891,119.71575510001276
